Effect_ID,Paper_ID,DiseasePrev_SD,SST_SE,SST_SD,Sample_Area_km2,Site_Num,SourceSite_Num,Coral_N,Mixed_Sp,Notes
,Manikandan et al 2016,28.69966,,,,,,,,
,Manikandan et al 2016,28.93735,,,,,,,,
EI0327,CD050,,,,0.24,3,Figure 1,133,1,
EI0328,CD051,0.443241,,,1.2,8,Materials and Methods Disease surveys,,1,
EI0329,CD051,0.6998542,,,1.2,8,Materials and Methods Disease surveys,,1,
EI0330,CD051,0.5365549,,,1.2,8,Materials and Methods Disease surveys,,1,
EI0331,CD052,,,,0.09,1,Methods p151,,1,
EI0332,CD052,,,,0.06,1,Methods p151,,1,
EI0333,CD053,0.137931034,,,0.36,6,Results p106,,1,
EI0334,CD053,0.731034483,,,0.36,6,Results p106,,1,
EI0335,CD053,0.172413793,,,0.36,6,Results p106,,1,
EI0336,CD053,0.2,,,0.36,6,Results p106,,1,
EI0337,CD053,0.110344828,,,0.36,6,Results p106,,1,
EI0338,CD053,0.068965517,,,0.36,6,Results p106,,1,
EI0339,CD053,0.020689655,,,0.36,6,Results p106,,1,
EI0340,CD053,0.006896552,,,0.36,6,Results p106,,1,
EI0341,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0342,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0343,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0344,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0345,CD054,,,,0.36,1,Materials and Methods p182,,1,
EI0346,CD054,,,,0.36,1,Materials and Methods p182,,1,
EI0347,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0348,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0349,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0350,CD054,,,,0.18,1,Materials and Methods p182,,1,
EI0351,CD054,,,,0.36,1,Materials and Methods p182,,1,
EI0352,CD054,,,,0.36,1,Materials and Methods p182,,1,
EI0353,CD055,,,,5.4,3,Materials and Methods Abundance and distribution of diseased corals p63,3081,1,
EI0354,CD056,,,,1.2,10,Figure 1,,1,
EI0355,CD056,,,,1.56,13,Figure 1,,1,
EI0356,CD056,,,,0.6,5,Figure 1,,1,
EI0357,CD057,,,,6.4,40,Figure 1,,1,
EI0358,CD057,,,,6.4,40,Figure 1,,1,
EI0359,CD057,,,,6.4,40,Figure 1,,1,
EI0360,CD058,,,,0.28,7,Figure 1,238,1,"Admiral Patch Reef only for disease progression, not prevalence"
EI0361,CD058,,,,0.28,7,Figure 1,157,1,"Admiral Patch Reef only for disease progression, not prevalence"
EI0362,CD058,,,,0.28,7,Figure 1,299,1,"Admiral Patch Reef only for disease progression, not prevalence"
EI0363,CD059,,,,,1,Materials and Methods p2,,1,
EI0364,CD059,,,,,1,Materials and Methods p2,,1,
EI0365,CD059,,,,,1,Materials and Methods p2,,1,
EI0366,CD059,,,,,1,Materials and Methods p2,,1,
EI0367,CD059,,,,,1,Materials and Methods p2,,1,
EI0368,CD059,,,,,1,Materials and Methods p2,,1,
EI0369,CD059,,,,,1,Materials and Methods p2,,1,
EI0370,CD060,,,,8.478,7,Materials and Methods p3,,0,Site Num = reef number
EI0371,CD060,,,,6.28,6,Materials and Methods p3,,0,Site Num = reef number
EI0372,CD060,,,,8.792,9,Materials and Methods p3,,0,Site Num = reef number
EI0373,CD061,11.40187,,,0.1125,5,Figure 1,,1,
EI0374,CD061,10.46729,,,0.1125,5,Figure 1,,1,
EI0375,CD061,3.853211,,,0.3375,15,Figure 1,,1,
EI0376,CD061,3.853211,,,0.3825,17,Figure 1,,1,
EI0377,CD061,1.100917,,,0.225,10,Figure 1,,1,
EI0378,CD061,3.761468,,,0.36,16,Figure 1,,1,
EI0379,CD061,4.954128,,,0.045,2,Figure 1,,1,
EI0380,CD062,1.4568652,,,0.12,1,Figure 1,,1,
EI0381,CD062,4.8562172,,,0.12,1,Figure 1,,1,
EI0382,CD062,0.9712434,,,0.12,1,Figure 1,,1,
EI0383,CD062,5.9893346,,,0.12,1,Figure 1,,1,
EI0384,CD062,2.2662347,,,0.12,1,Figure 1,,1,
EI0385,CD062,11.3311735,,,0.12,1,Figure 1,,1,
EI0386,CD062,2.1043608,,,0.12,1,Figure 1,,1,
EI0387,CD062,1.780613,,,0.12,1,Figure 1,,1,
EI0388,CD063,,,,0.15,1,Materials and Methods 2.1 Study area,485,1,
EI0389,CD063,,,,0.15,1,Materials and Methods 2.1 Study area,453,1,
EI0390,CD063,,,,0.15,1,Materials and Methods 2.1 Study area,317,1,
,CD064,,,,,,,,,
,CD064,,,,,,,,,
,CD064,,,,,,,,,
,CD064,,,,,,,,,
,CD064,,,,,,,,,
,CD064,,,,,,,,,
EI0391,CD065,,,,"0.48, 0.4",4,Material and Methods Field surveys and progression rate,5363,1,"4 stations, 3 sites, but use 4 because that's more relative to the transect number; coral number aggregated from whole study"
EI0392,CD065,,,,"0.48, 0.4",4,Material and Methods Field surveys and progression rate,5363,1,"4 stations, 3 sites, but use 4 because that's more relative to the transect number; coral number aggregated from whole study"
EI0393,CD065,,,,"0.48, 0.4",4,Material and Methods Field surveys and progression rate,5363,1,"4 stations, 3 sites, but use 4 because that's more relative to the transect number; coral number aggregated from whole study"
EI0394,CD066,6.7,,,"0.48, 0.4",4,Table S1,23562,1,coral_n aggregated over all years surveyed
EI0395,CD066,6.4,,,"0.48, 0.4",4,Table S1,23562,1,coral_n aggregated over all years surveyed
EI0396,CD066,7.1,,,"0.48, 0.4",4,Table S1,23562,1,coral_n aggregated over all years surveyed
EI0397,CD066,6.2,,,"0.48, 0.4",4,Table S1,23562,1,coral_n aggregated over all years surveyed
EI0398,CD066,3.6,,,0.7,7,Table S1,17140,1,coral_n aggregated over all years surveyed
EI0399,CD066,1.2,,,0.7,7,Table S1,17140,1,coral_n aggregated over all years surveyed
EI0400,CD066,2,,,0.7,7,Table S1,17140,1,coral_n aggregated over all years surveyed
EI0401,CD066,3.2,,,0.7,7,Table S1,17140,1,coral_n aggregated over all years surveyed
EI0402,CD066,3.4,,,0.8,8,Table S1,19426,1,coral_n aggregated over all years surveyed
EI0403,CD066,2.3,,,0.8,8,Table S1,19426,1,coral_n aggregated over all years surveyed
EI0404,CD067,,,,0.1,6,Table 1,,0,
EI0405,CD067,,,,0.1,6,Table 1,,0,
EI0406,CD068,14.308246,,,0.24,1,Figure 1,,0,
EI0407,CD068,14.308246,,,0.24,1,Figure 1,,0,
EI0408,CD068,14.308246,,,0.24,1,Figure 1,,0,
EI0409,CD068,12.300071,,,0.24,1,Figure 1,,0,
EI0410,CD068,12.049049,,,0.24,1,Figure 1,,0,
EI0411,CD068,9.287809,,,0.24,1,Figure 1,,0,
EI0412,CD068,25.604229,,,0.24,1,Figure 1,,0,
EI0413,CD068,24.600142,,,0.24,1,Figure 1,,0,
EI0414,CD068,11.295984,,,0.24,1,Figure 1,,0,
EI0415,CD068,12.802115,,,0.24,1,Figure 1,,0,
EI0416,CD068,13.053137,,,0.24,1,Figure 1,,0,
EI0417,CD068,12.300071,,,0.24,1,Figure 1,,0,
EI0418,CD068,10.79394,,,0.24,1,Figure 1,,0,
EI0419,CD068,21.085836,,,0.24,1,Figure 1,,0,
EI0420,CD068,21.085836,,,0.24,1,Figure 1,,0,
EI0421,CD068,23.345033,,,0.24,1,Figure 1,,0,
EI0422,CD068,7.028612,,,0.24,1,Figure 1,,0,
EI0423,CD068,4.518393,,,0.24,1,Figure 1,,0,
EI0424,CD068,5.773503,,,0.24,1,Figure 1,,0,
EI0425,CD068,3.514306,,,0.24,1,Figure 1,,0,
EI0426,CD068,18.575617,,,0.24,1,Figure 1,,0,
EI0427,CD068,0,,,0.24,1,Figure 1,,0,
EI0428,CD068,10.040874,,,0.24,1,Figure 1,,0,
EI0429,CD068,2.510219,,,0.24,1,Figure 1,,0,
EI0430,CD068,0,,,0.24,1,Figure 1,,0,
EI0431,CD068,0,,,0.24,1,Figure 1,,0,
EI0432,CD068,0,,,0.24,1,Figure 1,,0,
EI0433,CD068,0,,,0.24,1,Figure 1,,0,
EI0434,CD068,0,,,0.24,1,Figure 1,,0,
EI0435,CD068,0,,,0.24,1,Figure 1,,0,
EI0436,CD068,0,,,0.24,1,Figure 1,,0,
EI0437,CD068,0,,,0.24,1,Figure 1,,0,
EI0438,CD068,20.5018259,,,0.24,1,Figure 1,,0,
EI0439,CD068,14.6694099,,,0.24,1,Figure 1,,0,
EI0440,CD068,3.5347976,,,0.24,1,Figure 1,,0,
EI0441,CD068,1.7673988,,,0.24,1,Figure 1,,0,
EI0442,CD068,12.5485314,,,0.24,1,Figure 1,,0,
EI0443,CD068,13.9624504,,,0.24,1,Figure 1,,0,
EI0444,CD068,14.3159301,,,0.24,1,Figure 1,,0,
EI0445,CD068,14.3159301,,,0.24,1,Figure 1,,0,
EI0446,CD068,0,,,0.24,1,Figure 1,,0,
EI0447,CD068,0.3534798,,,0.24,1,Figure 1,,0,
EI0448,CD068,0.5302196,,,0.24,1,Figure 1,,0,
EI0449,CD068,0.8836994,,,0.24,1,Figure 1,,0,
EI0450,CD068,0.3534798,,,0.24,1,Figure 1,,0,
EI0451,CD068,0,,,0.24,1,Figure 1,,0,
EI0452,CD068,1.7673988,,,0.24,1,Figure 1,,0,
EI0453,CD068,1.0604393,,,0.24,1,Figure 1,,0,
EI0454,CD069,,,,0.1,1,Figure 1,287,1,coral_n aggregated over whole study
EI0455,CD069,,,,0.1,1,Figure 1,287,1,coral_n aggregated over whole study
EI0456,CD070,,,,3.2,5,Figure 1,1930,1,
EI0457,CD070,,,,3.2,5,Figure 1,1930,1,
EI0458,CD070,,,,3.2,5,Figure 1,1930,1,
EI0459,CD070,,,,3.2,5,Figure 1,1930,1,
EI0460,CD070,,,,3.2,5,Figure 1,1930,1,
EI0461,CD070,,,,3.2,5,Figure 1,1930,1,
EI0462,CD070,,,,3.2,5,Figure 1,1930,1,
EI0463,CD070,,,,3.2,5,Figure 1,1930,1,
EI0464,CD070,,,,3.2,5,Figure 1,1930,1,
EI0465,CD070,,,,3.2,5,Figure 1,1930,1,
EI0466,CD070,,,,3.2,5,Figure 1,1930,1,
EI0467,CD070,,,,3.2,5,Figure 1,1930,1,
EI0468,CD034,,,,2.4,80,Methods Study location and sampling stratification p291,1251,1,
,CD025,,,,0.1,,,111,0,Coral_n calculated from percentage and number infected
EI0469,CD071,1.6891669,,,0.8,8,Figure 2,,0,
EI0470,CD071,1.8070158,,,0.8,8,Figure 2,,0,
EI0471,CD071,1.8070158,,,0.8,8,Figure 2,,0,
EI0472,CD071,2.2784112,,,0.8,8,Figure 2,,0,
EI0473,CD071,2.0034306,,,0.8,8,Figure 2,,0,
EI0474,CD071,1.649884,,,0.8,8,Figure 2,,0,
EI0475,CD071,2.2391283,,,0.8,8,Figure 2,,0,
EI0476,CD071,2.3569771,,,0.8,8,Figure 2,,0,
EI0477,CD071,1.4141863,,,0.8,8,Figure 2,,0,
EI0478,CD071,1.1784886,,,0.8,8,Figure 2,,0,
EI0479,CD072,,,,0.24,1,Figure 1,,1,
EI0480,CD072,,,,0.24,1,Figure 1,,1,
EI0481,CD072,,,,0.24,1,Figure 1,,1,
EI0482,CD072,,,,0.24,1,Figure 1,,1,
EI0483,CD073,,,,0.05,18,Materials and Methods p212,,1,
EI0484,CD073,,,,0.15,12,Materials and Methods p212,,1,
EI0485,CD073,,,,0.15,6,Materials and Methods p212,,1,
EI0486,CD073,,,,0.15,8,Materials and Methods p212,,1,
EI0487,CD073,,,,0.15,9,Materials and Methods p212,,1,
EI0488,CD073,,,,0.15,13,Materials and Methods p212,,1,
EI0489,CD073,,,,0.15,14,Materials and Methods p212,,1,
EI0490,CD074,4.472136,0.44,,0.395,1,Materials and Methods Study site and experimental nutrient treatments p545,455,0,
EI0491,CD074,14.545455,0.44,,0.316,1,Materials and Methods Study site and experimental nutrient treatments p545,370,0,
EI0492,CD074,6.181818,,,0.316,1,Materials and Methods Study site and experimental nutrient treatments p545,370,0,
EI0493,CD074,8,0.16,,0.316,1,Materials and Methods Study site and experimental nutrient treatments p545,370,0,
EI0494,CD075,,,,1.408,16,Materials and Methods Coral monitoring surveys,,1,
EI0495,CD075,,,,1.936,22,Materials and Methods Coral monitoring surveys,,1,
EI0496,CD075,,,,1.936,22,Materials and Methods Coral monitoring surveys,,1,
EI0497,CD075,,,,1.936,22,Materials and Methods Coral monitoring surveys,,1,
EI0498,CD075,,,,1.936,22,Materials and Methods Coral monitoring surveys,,1,
EI0499,CD076,,,,1.5,10,Materials and Methods p24,,1,
EI0500,CD076,,,,1.5,10,Materials and Methods p24,,1,
EI0501,CD077,7.9,,,0.6,2,Materials and Methods p164,,1,
EI0502,CD077,4.6,,,0.6,2,Materials and Methods p164,,1,
EI0503,CD078,3.325799,,,0.33,5,Methods Sampling location and data collection,1232,1,
EI0504,CD079,,,,0.45,10,Methods 2.2. Coral cover and disease surveys,,0,
,CD080,,,,,,,164,1,
EI0505,CD081,6.956522,,0.34,0.06,1,Figure 1,35,1,
EI0506,CD081,9.782609,,0.56,0.04,1,Figure 1,18,1,
EI0507,CD081,22.826087,,0.35,0.15,1,Figure 1,107,1,
EI0508,CD081,15.434783,,0.43,0.14,1,Figure 1,185,1,
EI0509,CD081,2.391304,,,0.05,1,Figure 1,143,1,
EI0510,CD081,9.347826,,,0.04,1,Figure 1,137,1,
EI0511,CD081,5.652174,,,0.06,1,Figure 1,118,1,
EI0512,CD081,0,,,0.04,1,Figure 1,68,1,
EI0513,CD081,2.391304,,,0.04,1,Figure 1,77,1,
EI0514,CD081,4.782609,,,0.14,1,Figure 1,527,1,
EI0515,CD082,2.702703,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0516,CD082,1.081081,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0517,CD082,5.945946,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0518,CD082,5.945946,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0519,CD082,1.621622,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0520,CD082,2.702703,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0521,CD082,2.702703,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0522,CD082,3.783784,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0523,CD082,7.027027,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0524,CD082,4.324324,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0525,CD082,3.243243,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0526,CD082,3.783784,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0527,CD082,8.108108,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0528,CD082,10.27027,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0529,CD082,8.648649,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0530,CD082,2.162162,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0531,CD082,2.162162,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0532,CD082,7.567568,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0533,CD082,7.567568,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0534,CD082,4.324324,,,,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0535,CD082,2.4,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0536,CD082,0.8,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0537,CD082,2.4,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0538,CD082,8,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0539,CD082,10.4,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0540,CD082,3.2,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0541,CD082,0.8,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0542,CD082,4,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0543,CD082,4.8,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0544,CD082,2.4,,,0.32,4,Materials and Methods Methods p223,,1,Depth intervals considered different sites
EI0545,CD083,0,,,0.54,9,Table 1,,1,
EI0546,CD083,5.196523,,,0.18,3,Table 1,,1,
EI0547,CD083,20.305917,,,0.54,9,Table 1,,1,
EI0548,CD083,1.839492,,,0.3,5,Table 1,,1,
EI0549,CD083,1.504471,,,0.3,5,Table 1,,1,
EI0550,CD083,12.506309,,,0.24,4,Table 1,,1,
EI0551,CD084,,,,0.54,6,Methods Coral health and community composition surveys,,,
EI0552,CD084,,,,0.27,3,Methods Coral health and community composition surveys,,,
EI0553,CD084,,,,0.18,2,Methods Coral health and community composition surveys,,,
EI0554,CD085,,,,0.18,3,Table 1,,1,
EI0555,CD085,,,,0.18,3,Table 1,,1,
EI0556,CD085,,,,0.18,3,Table 1,,1,
EI0557,CD085,,,,0.18,3,Table 1,,1,
EI0558,CD085,,,,0.18,3,Table 1,,1,
EI0559,CD085,,,,0.18,3,Table 1,,1,
EI0560,CD085,,,,0.18,3,Table 1,,1,
EI0561,CD085,,,,0.18,3,Table 1,,1,
EI0562,CD085,,,,0.18,3,Table 1,,1,
EI0563,CD085,,,,0.18,3,Table 1,,1,
EI0564,CD085,,,,0.18,3,Table 1,,1,
EI0565,CD085,,,,0.18,3,Table 1,,1,
EI0566,CD086,1.1390603,,,0.01,1,Figure 6b,,1,
EI0567,CD086,0,,,0.01,1,Figure 6b,,1,
EI0568,CD086,0.616991,,,0.01,1,Figure 6b,,1,
EI0569,CD086,0,,,0.01,1,Figure 6b,,1,
EI0570,CD086,1.4475558,,,0.01,1,Figure 6b,,1,
EI0571,CD086,0.3796868,,,0.01,1,Figure 6b,,1,
EI0572,CD086,0.8542952,,,0.01,1,Figure 6b,,1,
EI0573,CD086,0.403172,,,0.01,1,Figure 6b,,1,
EI0574,CD087,,,,0.075,1,Table 3,,0,
EI0575,CD087,,,,0.075,1,Table 3,,0,
EI0576,CD087,,,,0.075,1,Table 3,,0,
EI0577,CD087,,,,0.075,1,Table 3,,0,
EI0578,CD087,,,,0.075,1,Table 3,,0,
EI0579,CD087,,,,0.075,1,Table 3,,0,
EI0580,CD087,,,,0.075,1,Table 3,,0,
EI0581,CD087,,,,0.075,1,Table 3,,0,
EI0582,CD087,,,,0.075,1,Table 3,,0,
EI0583,CD087,,,,0.075,1,Table 3,,0,
EI0584,CD087,,,,0.075,1,Table 3,,0,
EI0585,CD087,,,,0.075,1,Table 3,,0,
EI0586,CD088,,,,0.72,9,Figure 1,,1,
EI0587,CD088,,,,0.72,9,Figure 1,,1,
EI0588,CD088,,,,0.72,9,Figure 1,,1,
EI0589,CD088,,,,0.72,9,Figure 1,,1,
EI0590,CD088,,,,0.72,9,Figure 1,,1,
EI0591,CD088,,,,0.72,9,Figure 1,,0,
EI0592,CD088,,,,0.72,9,Figure 1,,1,
EI0593,CD089,,,,6.908,11,Methods p162,9204,1,
,CD090,,,,,3,Materials and Methods Tumor frequency and distribution - field study p98,161,0,
EI0594,CD091,5.294118,,,0.54,3,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0595,CD091,1.782993,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0596,CD091,0,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0597,CD091,12.352941,,,0.54,3,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0598,CD091,3.05656,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0599,CD091,1.273567,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0600,CD091,4.411765,,,0.54,3,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0601,CD091,4.58484,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0602,CD091,2.037707,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0603,CD091,7.5,,,0.54,3,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0604,CD091,3.311274,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0605,CD091,3.05656,,,0.18,1,Methods Sampling and data analysis p620,9398,1,Coral_N aggregated for all reefs
EI0606,CD091,3.529412,,,0.54,3,Methods Sampling and data analysis p620,,1,
EI0607,CD091,2.29242,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0608,CD091,1.52828,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0609,CD091,2.647059,,,0.54,3,Methods Sampling and data analysis p620,,1,
EI0610,CD091,3.8207,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0611,CD091,2.29242,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0612,CD091,4.411765,,,0.54,3,Methods Sampling and data analysis p620,,1,
EI0613,CD091,4.58484,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0614,CD091,3.565987,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0615,CD091,9.705882,,,0.54,3,Methods Sampling and data analysis p620,,1,
EI0616,CD091,3.311274,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0617,CD091,0,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0618,CD091,6.617647,,,0.54,3,Methods Sampling and data analysis p620,,1,
EI0619,CD091,2.801847,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0620,CD091,0,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0621,CD091,1.764706,,,0.54,3,Methods Sampling and data analysis p620,,1,
EI0622,CD091,3.311274,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0623,CD091,0,,,0.18,1,Methods Sampling and data analysis p620,,1,
EI0624,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0625,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0626,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0627,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0628,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0629,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0630,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0631,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0632,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0633,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0634,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0635,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0636,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0637,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0638,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0639,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0640,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0641,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0642,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0643,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0644,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0645,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0646,CD092,,,,7.8,26,Figure 1,160000,0,Coral_N aggregated for whole study
EI0647,CD093,,,,0.072,3,Materials and Methods Method p5,86,0,
EI0648,CD093,,,,0.156,6,Materials and Methods Method p5,533,0,
EI0649,CD093,,,,0.072,3,Materials and Methods Method p5,153,0,
EI0650,CD093,,,,0.156,17,Materials and Methods Method p5,253,0,
EI0651,CD093,,,,0.3,3,Materials and Methods Method p5,212,0,
EI0652,CD093,,,,0.942,3,Materials and Methods Method p5,68,0,
EI0653,CD094,,,,0.12,1,Table 1,466,1,Mixed porites sp
EI0654,CD094,,,,0.12,1,Table 1,124,1,Mixed porites sp
EI0655,CD094,,,,0.12,1,Table 1,333,1,Mixed porites sp
EI0656,CD094,,,,0.12,1,Table 1,335,1,Mixed porites sp
EI0657,CD094,,,,0.12,1,Table 1,363,1,Mixed porites sp
EI0658,CD094,,,,0.12,1,Table 1,582,1,Mixed porites sp
EI0659,CD094,,,,0.12,1,Table 1,397,1,Mixed porites sp
EI0660,CD094,,,,0.12,1,Table 1,322,1,Mixed porites sp
EI0661,CD094,,,,0.12,1,Table 1,248,1,Mixed porites sp
EI0662,CD094,,,,0.12,1,Table 1,351,1,Mixed porites sp
EI0663,CD094,,,,0.12,1,Table 1,252,1,Mixed porites sp
EI0664,CD094,,,,0.12,1,Table 1,670,1,Mixed porites sp
EI0665,CD094,,,,0.12,1,Table 1,954,1,Mixed porites sp
EI0666,CD094,,,,0.12,1,Table 1,190,1,Mixed porites sp
EI0667,CD094,,,,0.12,1,Table 1,256,1,Mixed porites sp
EI0668,CD094,,,,0.12,1,Table 1,551,1,Mixed porites sp
EI0669,CD094,,,,0.12,1,Table 1,872,1,Mixed porites sp
EI0670,CD094,,,,0.12,1,Table 1,611,1,Mixed porites sp
EI0671,CD094,,,,0.12,1,Table 1,301,1,Mixed porites sp
EI0672,CD094,,,,0.12,1,Table 1,351,1,Mixed porites sp
EI0673,CD094,,,,0.12,1,Table 1,67,1,Mixed porites sp
EI0674,CD094,,,,0.12,1,Table 1,288,1,Mixed porites sp
EI0675,CD094,,,,0.12,1,Table 1,311,1,Mixed porites sp
EI0676,CD094,,,,0.12,1,Table 1,335,1,Mixed porites sp
EI0677,CD094,,,,0.12,1,Table 1,243,1,Mixed porites sp
EI0678,CD094,,,,0.12,1,Table 1,223,1,Mixed porites sp
EI0679,CD094,,,,0.12,1,Table 1,149,1,Mixed porites sp
EI0680,CD094,,,,0.12,1,Table 1,380,1,Mixed porites sp
EI0681,CD094,,,,0.12,1,Table 1,122,1,Mixed porites sp
EI0682,CD094,,,,0.12,1,Table 1,230,1,Mixed porites sp
EI0683,CD094,,,,0.12,1,Table 1,269,1,Mixed porites sp
EI0684,CD094,,,,0.12,1,Table 1,314,1,Mixed porites sp
EI0685,CD094,,,,0.12,1,Table 1,432,1,Mixed porites sp
EI0686,CD094,,,,0.12,1,Table 1,392,1,Mixed porites sp
EI0687,CD094,,,,0.12,1,Table 1,298,1,Mixed porites sp
EI0688,CD094,,,,0.12,1,Table 1,229,1,Mixed porites sp
EI0689,CD094,,,,0.12,1,Table 1,291,1,Mixed porites sp
EI0690,CD094,,,,0.12,1,Table 1,238,1,Mixed porites sp
EI0691,CD094,,,,0.12,1,Table 1,496,1,Mixed porites sp
EI0692,CD094,,,,0.12,1,Table 1,328,1,Mixed porites sp
EI0693,CD094,,,,0.12,1,Table 1,110,1,Mixed porites sp
EI0694,CD094,,,,0.12,1,Table 1,223,1,Mixed porites sp
EI0695,CD094,,,,0.12,1,Table 1,383,1,Mixed porites sp
EI0696,CD094,,,,0.12,1,Table 1,701,1,Mixed porites sp
EI0697,CD094,,,,0.12,1,Table 1,426,1,Mixed porites sp
